[17. 在如下图所示的双链表中，已知指针p指向结点A，若要在结点A和C之间插入指针q所指的结点B，则依次执行的语句序列可以是( )。<br>①q->next=p->next;②q->prior=p;③p->next=q;④p->next->prior=q;<br>A. ①②④③<br>B. ④③②①<br>C. ③④①②<br>D. ①③④②]::(A)	顺序：先设q的后继/前驱（①②），再调整原结点关系（④③）	41
[18. 在双链表的两个结点之间插入一个新结点，需要修改( )个指针域。<br>A. 1<br>B. 3<br>C. 4<br>D. 2]::(C)	新结点的prior/next<br>前驱结点的next<br>后继结点的prior	41
[19. 在长度为n的有序单链表中插入一个新结点，并仍然保持有序的时间复杂度是( )。<br>A. <anki-mathjax>O(1)</anki-mathjax><br>B. <anki-mathjax>O(n)</anki-mathjax><br>C. <anki-mathjax>O(n^{2})</anki-mathjax><br>D. <anki-mathjax>O(n\log n)</anki-mathjax>]::(B)	需<strong>顺序查找</strong>插入位置（平均移动n/2次）	41
[20. 与单链表相比，双链表的优点之一是( )。<br>A. 插入、删除操作更方便<br>B. 可以进行随机访问<br>C. 可以省略表头指针或表尾指针<br>D. 访问前后相邻结点更灵活]::(D)	可快速访问<strong>前驱/后继结点</strong><br>插入删除操作更复杂（需修改更多指针）	41
[21. 对于一个带头结点的循环单链表L，判断该表为空表的条件是( )。<br>A. 头结点的指针域为空<br>B. L的值为NULL<br>C. 头结点的指针域与L的值相等<br>D. 头结点的指针域与L的地址相等]::(B)	L->next == L 时为空表	41
[22. 对于一个带头结点的双循环链表L，判断该表为空表的条件是( )。<br>A. L->prior==L&&L->next==NULL<br>B. L->prior==NULL&&L->next==NULL<br>C. L->prior==NULL&&L->next==L<br>D. L->prior==L&&L->next==L]::(D)	头结点prior和next都指向自身	41
[23. 一个链表最常用的操作是在末尾插入结点和删除结点，则选用( )最节省时间。<br>A. 带头结点的双循环链表<br>B. 单循环链表<br>C. 带尾指针的单循环链表<br>D. 单链表]::(A)	双循环链表可<strong>直接访问尾结点</strong>（通过头结点prior）	41
[24. 设对n(n>1)个元素的线性表的运算只有4种：删除第一个元素；删除最后一个元素；在第一个元素之前插入新元素；在最后一个元素之后插入新元素，则最好使用( )。<br>A. 只有尾结点指针没有头结点指针的循环单链表<br>B. 只有尾结点指针没有头结点指针的非循环双链表<br>C. 只有头结点指针没有尾结点指针的循环双链表<br>D. 既有头结点指针又有尾结点指针的循环单链表]::(C)	循环双链表通过头结点可<strong>O(1)</strong>完成全部操作	41
[25. 设有两个长度为n的循环单链表，若要求两个循环单链表的头尾相接的时间复杂度为<anki-mathjax>O(1)</anki-mathjax>，则对应两个循环单链表各设置一个指针，分别指向( )。<br>A. 各自的头结点<br>B. 各自的尾结点<br>C. 各自的首结点<br>D. 一个表的头结点，另一个表的尾结点]::(B)	通过<strong>尾指针</strong>可直接链接首尾	41
[26. 设有一个长度为n的循环单链表，若从表中删除首元结点的时间复杂度达到<anki-mathjax>O(n)</anki-mathjax>，则此时采用的循环单链表的结构可能是( )。<br>A. 只有表头指针，没有头结点<br>B. 只有表尾指针，没有头结点<br>C. 只有表尾指针，带头结点<br>D. 只有表头指针，带头结点]::(A)	无头结点时需遍历找<strong>尾结点</strong>（前驱）	41
[27. 某线性表用带头结点的循环单链表存储，头指针为head，当head->next->next==head成立时，线性表的长度可能是( )。<br>A. 0<br>B. 1<br>C. 2<br>D. 可能为0或1]::(B)	当链表只有一个元素结点时：<br>head→结点→head<br>满足条件	43
[28. 有两个长度都为n的双链表，若以<anki-mathjax>h_{1}</anki-mathjax>为头指针的双链表是非循环的，以<anki-mathjax>h_{2}</anki-mathjax>为头指针的双链表是循环的，则下列叙述中正确的是( )。<br>A. 对于双链表<anki-mathjax>h_{1}</anki-mathjax>，删除首结点的时间复杂度是<anki-mathjax>O(n)</anki-mathjax><br>B. 对于双链表<anki-mathjax>h_{2}</anki-mathjax>，删除首结点的时间复杂度是<anki-mathjax>O(n)</anki-mathjax><br>C. 对于双链表<anki-mathjax>h_{1}</anki-mathjax>，删除尾结点的时间复杂度是<anki-mathjax>O(1)</anki-mathjax><br>D. 对于双链表<anki-mathjax>h_{2}</anki-mathjax>，删除尾结点的时间复杂度是<anki-mathjax>O(1)</anki-mathjax>]::(D)	循环双链表可<strong>O(1)</strong>删除首尾结点<br>非循环双链表删除尾结点需<anki-mathjax>O(n)</anki-mathjax>	43
[29. 一个链表最常用的操作是在最后一个元素后插入一个元素和删除第一个元素，则选用( )最节省时间。<br>A. 不带头结点的单循环链表<br>B. 双链表<br>C. 单链表<br>D. 不带头结点且有尾指针的单循环链表]::(D)	尾指针可<strong>O(1)</strong>插入尾后<br>O(1)删除首元结点（tail->next）	43
[30. 需要分配较大空间，插入和删除不需要移动元素的线性表，其存储结构为( )。<br>A. 单链表<br>B. 静态链表<br>C. 顺序表<br>D. 双链表]::(B)	<strong>静态链表</strong>特点：<br>• 预先分配连续空间<br>• 插入删除不需移动元素<br>• 用游标模拟指针	43
[31. 下列关于静态链表的说法中，正确的是( )。<br>I.静态链表兼具顺序表和单链表的优点，因此存取表中第i个元素的时间与i无关<br>II.静态链表能容纳的最大元素个数在表定义时就确定了，以后不能增加<br>III.静态链表与动态链表在元素的插入、删除上类似，不需要移动元素<br>IV.相比动态链表，静态链表可能浪费较多的存储空间<br>A. I,II,III<br>B. II,III,IV<br>C. I,III,VI<br>D. I,II,VI]::(B)	I错：存取第i元素需<strong>顺序访问</strong>（与i有关）<br>II对：空间固定<br>III对：类似链表操作<br>IV对：预先分配可能浪费空间	43
[32. [2016统考真题]已知一个带有表头结点的双向循环链表L，结点结构为prev data next，其中prev和next分别是指向其直接前驱和直接后继结点的指针。现要删除指针p所指的结点，正确的语句序列是( )。<br>A. p->next->prev=p->prev；p->prev->next=p->prev；free(p)；<br>B. p->next->prev=p->next；p->prev->next=p->next；free(p)；<br>C. p->next->prev=p->next；p->prev->next=p->prev；free(p)；<br>D. p->next->prev=p->prev；p->prev->next=p->next；free(p)；]::(D)	标准双链表删除操作：<br>1. 前驱结点的next指向p->next<br>2. 后继结点的prev指向p->prev	43
[33. 【2016统考真题】已知带头结点的单链表头指针为head，其存储状态如下表所示。现要求将e存于1014H处并插入单链表，若e在逻辑上位于a和e之间，则a, e, e后的"链接地址"依次是( )。<br>A. 1014H, 1014H, 1004H<br>B. 1010H, 1004H, 1014H<br>C. 1014H, 1004H, 1014H<br>D. 1014H, 1004H, 1010H]::(D)	插入后链表结构应为：a → 新e(1014H) → b(1004H)。故：<br>• a的链接地址=<strong>1014H</strong>（指向新e）<br>• 新e的链接地址=<strong>1004H</strong>（指向b）<br>• 原e的链接地址=<strong>1010H</strong>（原e位置不变）	43
[34. 【2021统考真题】已知头指针h指向一个带头结点的非空单循环链表，结点结构为<data,next>。其中next是指向直接后继结点的指针，p是尾指针，q是临时指针。现要删除该链表的第一个元素，正确的语句序列是( )。<br>A. h->next=h->next->next;q=h->next;free(q);<br>B. q=h->next;h->next=q->next;free(q);<br>C. q=h->next;h->next=q->next;if(p==q) p=h;free(q);<br>D. q=h->next;h->next=q->next;free(q);if(p==q) p=h;]::(D)	关键步骤：<br>1. q指向<strong>首元结点</strong>(q=h->next)<br>2. <strong>头结点指向第二个结点</strong>(h->next=q->next)<br>3. <strong>若p指向被删除结点</strong>(单结点情况)，需更新<strong>尾指针p=h</strong><br>4. <strong>释放q空间</strong>	43
[35. [2023统考真题]现有非空双向链表L，其结点结构为prev data next，prev是指向直接前驱结点的指针，next是指向直接后继结点的指针。若要在L中指针p所指向的结点（非尾结点）之后插入指针s指向的新结点，则在执行语句序列"s->next=p->next；p->next=s"后，下列语句序列中还需要执行的是( )。<br>A. s->next->prev=p；s->prev=p；<br>B. p->next->prev=s；s->prev=p；<br>C. s->prev=s->next->prev；s->next->prev=s；<br>D. p->next->prev=s->prev；s->next->prev=p；]::(B)	插入双链表步骤：<br>1. s的prev指向p<br>2. 原后继结点的prev指向s	43
